fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality_value,quality
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,Good
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,Good
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,Good
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,Good
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,Good
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,Good
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,Good
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,Good
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,Good
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,Good
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,Good
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,Good
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,Good
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,Good
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,Good
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,Good
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,Good
12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,Good
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,Good
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,Good
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,Good
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,Good
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,Good
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,Good
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,Good
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,Good
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,Good
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,Good
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,Good
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,Good
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,Good
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,Good
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,Good
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,Good
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,Good
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,Good
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,Good
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,Good
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,Good
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,Good
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,Good
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,Good
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,Good
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,Good
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,Good
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,Good
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,Good
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,Good
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,Good
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,Good
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,Good
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,Good
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,Good
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,Good
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,Good
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,Good
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,Good
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,Good
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,Good
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,Good
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,Good
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,Good
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,Good
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,Good
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,Good
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,Good
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,Good
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,Good
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,Good
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,Good
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,Good
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,Good
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,Good
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,Good
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,Good
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,Good
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,Good
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,Good
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,Good
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,Good
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,Good
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,Good
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,Good
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,Good
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,Good
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,Good
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,Good
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,Good
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,Good
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,Good
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,Good
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,Good
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,Good
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,Good
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,Good
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,Good
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,Good
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,Good
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,Good
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,Good
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,Good
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,Good
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,Good
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,Good
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,Good
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,Good
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,Good
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,Good
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,Good
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7,Good
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,Good
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,Good
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,Good
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,Good
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,Good
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,Good
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,Good
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,Good
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,Good
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,Good
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,Good
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,Good
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,Good
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,Good
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,Good
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,Good
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,Good
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7,Good
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7,Good
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,Good
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,Good
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,Good
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,Good
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7,Good
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,Good
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,Good
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,Good
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,Good
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7,Good
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,Good
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7,Good
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,Good
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,Good
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,Good
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,Good
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,Good
6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,Good
6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,Good
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,Good
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,Good
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,Good
6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7,Good
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,Good
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,Good
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,Good
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,Good
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,Good
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,Good
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7,Good
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,Good
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,Good
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,Good
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,Good
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7,Good
6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,Good
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,Good
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,Good
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,Good
6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,Good
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,Good
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,Good
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,Good
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,Good
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,Good
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,Good
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,Good
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,Good
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,Good
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,Good
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,Good
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,Good
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,Good
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,Good
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,Good
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,Good
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,Good
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7,Good
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,Good
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,Good
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,Good
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,Good
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,Good
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,Good
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,Good
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,Good
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,Good
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,Good
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,Good
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,Good
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,Good
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,Good
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,Good
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,Good
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,Good
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,Good
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,Good
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,Good
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,Good
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,Good
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,Good
5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,Good
7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,Good
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,Good
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,Good
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,Good
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,Good
6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,Good
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,Good
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,Good
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,Good
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,Good
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,Good
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,Good
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,Good
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,Good
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,Good
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,Good
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,Good
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,Good
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,Good
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,Good
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,Good
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,Good
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,Good
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,Good
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,Good
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7,Good
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,Good
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7,Good
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,Good
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,Good
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,Good
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,Good
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,Good
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,Good
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,Good
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,Good
6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,8,Good
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,Good
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,Good
6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,Good
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,Good
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,Good
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,Good
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,Good
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,Good
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,Good
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,Good
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,Good
7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,Good
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,Good
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,Good
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,Good
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8,Good
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8,Good
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8,Good
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,Good
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,Good
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,Good
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,Good
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,Good
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,Good
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8,Good
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8,Good
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,Good
7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8,Good
7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8,Good
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,Good
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,Good
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8,Good
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,Good
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,Good
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,Good
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,Good
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,Good
6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8,Good
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,Good
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8,Good
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,Good
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,Good
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8,Good
6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,8,Good
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,Good
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,Good
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,Good
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,Good
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,Good
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,Good
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8,Good
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,Good
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,Good
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,Good
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,Good
8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,Good
7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8,Good
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,Good
6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8,Good
